index,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,anomaly
16718,2012-12-04,winter,1,12,8,0,2,1,2,0.44,0.4394,0.88,0.1642,721,-1
16742,2012-12-05,winter,1,12,8,0,3,1,2,0.44,0.4394,0.58,0.2836,759,-1
16752,2012-12-05,winter,1,12,18,0,3,1,1,0.42,0.4242,0.35,0.4478,609,-1
16766,2012-12-06,winter,1,12,8,0,4,1,1,0.22,0.2121,0.51,0.2985,659,-1
16799,2012-12-07,winter,1,12,17,0,5,1,2,0.38,0.3939,0.66,0.0,568,-1
16826,2012-12-08,winter,1,12,20,0,6,0,2,0.36,0.3788,1.0,0.0,182,-1
16827,2012-12-08,winter,1,12,21,0,6,0,2,0.36,0.3788,1.0,0.0,209,-1
16862,2012-12-10,winter,1,12,8,0,1,1,2,0.42,0.4242,1.0,0.2537,584,-1
16910,2012-12-12,winter,1,12,8,0,3,1,2,0.26,0.2576,0.65,0.1642,688,-1
16934,2012-12-13,winter,1,12,8,0,4,1,1,0.24,0.2273,0.6,0.194,679,-1
16958,2012-12-14,winter,1,12,8,0,5,1,1,0.2,0.2273,0.69,0.0896,636,-1
17030,2012-12-17,winter,1,12,8,0,1,1,2,0.38,0.3939,0.87,0.1045,592,-1
17054,2012-12-18,winter,1,12,8,0,2,1,1,0.38,0.3939,0.94,0.0,662,-1
17063,2012-12-18,winter,1,12,17,0,2,1,1,0.4,0.4091,0.47,0.4478,572,-1
17078,2012-12-19,winter,1,12,8,0,3,1,1,0.24,0.2576,0.87,0.1045,678,-1
17102,2012-12-20,winter,1,12,8,0,4,1,2,0.3,0.3333,0.7,0.0,599,-1
17124,2012-12-21,spring,1,12,6,0,5,1,2,0.34,0.2879,0.57,0.5821,80,-1
17127,2012-12-21,spring,1,12,9,0,5,1,2,0.32,0.2727,0.45,0.5522,267,-1
17142,2012-12-22,spring,1,12,0,0,6,0,1,0.26,0.2121,0.44,0.5821,31,-1
17144,2012-12-22,spring,1,12,2,0,6,0,1,0.26,0.2121,0.44,0.5224,23,-1
17150,2012-12-22,spring,1,12,8,0,6,0,1,0.26,0.2121,0.44,0.6119,29,-1
17154,2012-12-22,spring,1,12,12,0,6,0,1,0.3,0.2576,0.36,0.6567,146,-1
17157,2012-12-22,spring,1,12,15,0,6,0,1,0.32,0.2727,0.33,0.5821,153,-1
17247,2012-12-26,spring,1,12,11,0,3,1,3,0.2,0.1667,0.86,0.4627,10,-1
17258,2012-12-26,spring,1,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,11,-1
17261,2012-12-27,spring,1,12,1,0,4,1,3,0.24,0.197,0.93,0.4478,5,-1
17262,2012-12-27,spring,1,12,2,0,4,1,2,0.24,0.197,0.87,0.4478,2,-1
17320,2012-12-29,spring,1,12,12,0,6,0,3,0.2,0.2424,1.0,0.0,48,-1
17321,2012-12-29,spring,1,12,13,0,6,0,3,0.2,0.2424,1.0,0.0,84,-1
17328,2012-12-29,spring,1,12,20,0,6,0,2,0.3,0.2424,0.56,0.5522,66,-1
17342,2012-12-30,spring,1,12,10,0,0,0,1,0.26,0.2121,0.41,0.5821,122,-1
17344,2012-12-30,spring,1,12,12,0,0,0,1,0.28,0.2273,0.36,0.5821,144,-1
17345,2012-12-30,spring,1,12,13,0,0,0,1,0.3,0.2576,0.36,0.6567,169,-1
